PROVINCE,NUMBER_OF_CASES,RECOVERED,DEATHS,ACTIVE_CASES,POPULATION,ObjectId,Region,Country,X,Y,GlobalID,cases_per_100k,deaths_per_100K,CreationDate,Creator,EditDate,Editor
Bulawayo,"1800","1618","66","116","1200676","1",Bulawayo,ZWE,28.56,-20.14,9647e09d-b00e-4b75-b91d-e4ebdbbbcdbc,149.915547574866,5.49690341107843,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Harare,"3335","3143","121","71","2123132","2",Harare,ZWE,31.0576808120001,-17.844411452,4fb9e50c-d315-47b1-8428-6f3bbecda9fb,157.079258378659,5.69912751538764,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Manicaland,"548","505","24","19","1752698","3",Manicaland,ZWE,32.3963183560001,-19.06493203,c945ce20-5748-4c20-88a1-2072b5c270e0,31.2660823484708,1.36931747511551,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Mashonaland Central,"221","207","4","10","1152520","4",Mashonaland Central,ZWE,31.1929277470001,-16.702765939,6e054a2b-8657-447f-a428-4b280cc7492a,19.1753722278138,0.347065560684413,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Mashonaland East,"429","410","5","14","1344955","5",Mashonaland East,ZWE,31.693235175,-17.985081387,ad275413-3776-48df-972a-5a8bf1f21da8,31.8969779658055,0.371759649951114,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Mashonaland West,"358","338","12","8","1501656","6",Mashonaland West,ZWE,29.7473862420001,-17.2018289439999,acf3551f-ab04-49c5-b56a-f5262d3d71c3,23.8403469236629,0.799117773977529,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Midlands ,"736","687","10","39","1614941","7",Midlands,ZWE,29.4623281940001,-18.982455676,540d98b2-0def-430b-b890-0e8f465c17aa,45.5744203658214,0.619217668013878,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Masvingo,"282","239","4","39","1485090","8",Masvingo,ZWE,31.240226331,-20.788696274,1e65b084-330c-488e-89d8-596877afa78a,18.9887481566774,0.269343945484785,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Matebeleland North,"208","149","3","56","749017","9",Matabeleland North,ZWE,27.395881687,-18.8452182149999,a58ca9eb-8590-46a7-89c6-f0042e8c7786,27.7697301930397,0.400524954707303,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
Matebeleland South,"869","800","8","61","683893","10",Matabeleland South,ZWE,28.9903880460001,-21.00874349,4002703d-b83f-444f-80fa-dab443480731,127.066661012761,1.16977363417962,2020/10/12 11:40:20,surveyor_jr,2020/11/14 20:55:26,surveyor_jr
